1,2,3,4,5,6,7
0.17162653,0.220816112,0.228703332,0.212832229,0.247545163,0.254948708,1
0.121227241,0.120072576,0.137138076,0.161361847,0.159066922,0.149637797,1
0.135724237,0.140742765,0.134105358,0.148984345,0.132820878,0.121665838,1
0.146668876,0.214626824,0.181620516,0.144944518,0.128089029,0.118395834,1
0.232812047,0.242757235,0.222571344,0.262654756,0.210640058,0.200671154,1
0.1574456,0.188978814,0.231674936,0.261669921,0.321607129,0.282168508,1
0.221464878,0.23205714,0.297064013,0.271347254,0.244523183,0.22623144,1
0.222545658,0.257393616,0.377696169,0.287973793,0.346545167,0.217610677,1
0.272613791,0.273359201,0.238277713,0.21702097,0.205076524,0.199094632,1
0.173471773,0.162970507,0.188700694,0.225622728,0.163409112,0.150486802,1
0.154885935,0.155642583,0.141756556,0.197502387,0.178986694,0.147429256,1
0.327420334,0.374439011,0.41950332,0.384846204,0.376255694,0.347418888,1
0.201117601,0.247774931,0.313485555,0.316460103,0.30100069,0.361323151,1
0.320643194,0.34908967,0.383127928,0.34957302,0.384421504,0.326863152,1
0.357677648,0.362326794,0.439464215,0.412766524,0.381032006,0.344074941,1
0.293858649,0.329213259,0.325708264,0.353205657,0.313920407,0.346128624,1
0.322770899,0.393241568,0.466302941,0.497620589,0.532415197,0.493836552,1
0.345484222,0.390372226,0.35847118,0.363304209,0.310766085,0.336513042,1
0.288669406,0.346198136,0.362595853,0.409725773,0.364675137,0.337629351,1
0.227522524,0.269274629,0.376858127,0.418372485,0.381956185,0.433298911,1
0.22444306,0.272951174,0.294045115,0.278590239,0.313338915,0.31146332,1
0.335173049,0.378529317,0.395221122,0.30958018,0.297241832,0.310948894,1
0.29013569,0.297120186,0.300017203,0.303195322,0.280282576,0.255462718,1
0.331276396,0.388090168,0.34128915,0.380323952,0.406261977,0.354496464,1
0.279395271,0.329160793,0.325782291,0.311117097,0.293367796,0.295744562,1
0.324936884,0.294124101,0.295804361,0.356505948,0.344219423,0.412707983,1
0.276241241,0.349619837,0.292037511,0.368928928,0.357154206,0.3062672,1
0.251996599,0.314274256,0.323933539,0.273935058,0.266990802,0.252703319,1
0.37620193,0.408815092,0.469336698,0.552436113,0.536199594,0.567733343,1
0.493011684,0.627184799,0.587498875,0.623102291,0.436015755,0.357873351,1
0.499439789,0.619152004,0.626201355,0.584248772,0.418087847,0.391334074,1
0.493088555,0.514195032,0.467208872,0.413390202,0.380493647,0.320604924,1
0.498204038,0.590225252,0.490722065,0.498035768,0.403698033,0.351829092,1
0.306244824,0.434141119,0.442925143,0.505417944,0.506657213,0.430568622,1
0.531382077,0.483399927,0.44554919,0.43704995,0.338352486,0.331000815,1
0.282588778,0.294607554,0.380211162,0.422191628,0.448625471,0.511417179,1
0.376777232,0.45403702,0.505129253,0.481428665,0.420829853,0.371254438,1
0.335650604,0.375465094,0.393977017,0.451136828,0.431303001,0.425131155,1
0.442958904,0.436344334,0.503378648,0.403964899,0.365946395,0.27971112,1
0.488079401,0.463854557,0.444242093,0.432661776,0.412183335,0.335448447,1
0.50217796,0.528184468,0.481764371,0.457277814,0.398409157,0.304292608,1
0.321495591,0.323231749,0.321232118,0.306495933,0.278576313,0.271506527,1
0.236827712,0.250270255,0.275360725,0.323596289,0.285783906,0.284050041,1
0.236827712,0.250270255,0.275360725,0.323596289,0.285783906,0.284050041,1
0.20154931,0.195393851,0.185940166,0.159059211,0.133547838,0.108854277,1
0.332667432,0.36739307,0.404095148,0.402564941,0.360049898,0.323800178,1
0.283394197,0.327633427,0.273374366,0.287943752,0.246283152,0.21424495,1
0.326161003,0.328366176,0.345452665,0.358617805,0.305862751,0.306782756,1
0.366784727,0.345797358,0.350190165,0.332599746,0.355024996,0.355590943,1
0.348787733,0.355097606,0.338532198,0.338319357,0.381817125,0.327243038,1
0.207645713,0.227571955,0.224686099,0.293262192,0.26928457,0.267937591,1
0.324980822,0.338826377,0.303494333,0.271648997,0.306835014,0.325698146,1
0.330401451,0.450151148,0.446947422,0.35541132,0.332321333,0.329241397,1
0.244970065,0.26383141,0.293009792,0.274090798,0.279127527,0.27133246,1
0.44551989,0.47494769,0.471117914,0.471730275,0.392820994,0.322641531,1
0.351968644,0.379847981,0.391074797,0.407819526,0.380482874,0.321628727,1
0.463696446,0.497136974,0.451367112,0.421271752,0.413466028,0.303218354,1
0.331407421,0.321416283,0.326214391,0.267161003,0.239686975,0.21862439,1
0.447326778,0.460787062,0.55546161,0.508386043,0.449345392,0.417272427,1
0.199869075,0.22403538,0.230749748,0.221809243,0.234177287,0.202921161,1
0.351158189,0.393037828,0.339973526,0.400566062,0.315624168,0.278827663,1
0.292089366,0.338116377,0.323472277,0.351767314,0.311303729,0.281193225,1
0.292607203,0.279526654,0.300982615,0.311781193,0.244228728,0.215781835,1
0.325286479,0.31080655,0.317224291,0.270089525,0.264215013,0.217425031,1
0.205476812,0.216438031,0.250625941,0.238709206,0.250897684,0.231365039,1
0.29638732,0.32607403,0.317252467,0.34595218,0.291247216,0.314858066,1
0.369125406,0.343930529,0.366363732,0.325968994,0.29600582,0.270591664,1
0.212235539,0.234436511,0.273722069,0.31508463,0.338656908,0.30428061,1
0.411144042,0.452104761,0.493630012,0.387472984,0.389360561,0.339496387,1
0.366172264,0.584020626,0.403125469,0.460560402,0.360199035,0.299280116,1
0.329000609,0.361283696,0.369401785,0.374829677,0.382227362,0.381279856,1
0.340472978,0.332267827,0.36814284,0.304574294,0.29576594,0.27560152,1
0.313121738,0.339035104,0.379392661,0.366304832,0.372515809,0.361006714,1
0.233895549,0.278596702,0.331924559,0.363841774,0.359031636,0.326131397,1
0.287667976,0.326864793,0.372011464,0.370664413,0.375090662,0.365133479,1
0.356519811,0.320793757,0.370508837,0.334694004,0.301272516,0.248455518,1
0.29751949,0.322497357,0.353036103,0.364365142,0.354485904,0.360048539,1
0.307467255,0.3699927,0.385771447,0.384360585,0.397700979,0.385857506,1
0.327458349,0.382240242,0.372697952,0.372227702,0.346390916,0.308667588,1
0.263104122,0.29249204,0.312543554,0.316826179,0.279535913,0.26153803,1
0.340171487,0.391526662,0.433049442,0.421208143,0.412902668,0.378043013,1
0.370160801,0.333691145,0.302883699,0.313258677,0.280907271,0.249646614,1
0.310241892,0.333313548,0.359092682,0.363549361,0.346564531,0.360110211,1
0.56836759,0.610131074,0.645044257,0.666025624,0.611050149,0.550877975,1
0.332369244,0.413016992,0.443308361,0.510781136,0.536926662,0.439335329,1
0.396662492,0.452417536,0.5935534,0.599152658,0.561794668,0.519811097,1
0.670715889,0.749728997,0.732442787,0.655320806,0.600515732,0.486873024,1
0.378544715,0.434382524,0.494627745,0.517134504,0.498177528,0.445406151,1
0.609024329,0.718443728,0.718186951,0.695662858,0.678111034,0.60648512,1
0.356750836,0.404875095,0.485409986,0.442290975,0.343914131,0.309862952,1
0.579665863,0.637526744,0.687407072,0.574084452,0.533242695,0.463424984,1
0.513122488,0.57908938,0.586574807,0.677576827,0.586398824,0.48902722,1
0.603670732,0.535975041,0.570603471,0.514202297,0.490549094,0.42582119,1
0.515892089,0.631696735,0.657977875,0.687022635,0.647504243,0.596595355,1
0.626848185,0.665272154,0.706479424,0.649759112,0.596565172,0.476672877,1
0.476117455,0.627291269,0.616731255,0.610616097,0.587402283,0.497884902,1
0.592780887,0.706265659,0.764539889,0.674552593,0.674862337,0.493305812,1
0.524946883,0.62668197,0.613230981,0.55462962,0.55914919,0.470524437,1
0.511841057,0.565831977,0.620640098,0.659323571,0.585339818,0.568752416,1
0.503622562,0.62149831,0.607725721,0.671001118,0.613206228,0.57456132,1
0.652202445,0.699347248,0.666196153,0.583802444,0.51038493,0.427801713,1
0.493820237,0.612603522,0.680958401,0.666757668,0.652696889,0.609863872,1
0.422602515,0.510284848,0.594516741,0.618378536,0.655215186,0.578784798,1
0.227754867,0.221822448,0.267150012,0.304623593,0.24037525,0.291802383,0
0.267173093,0.201481002,0.319453731,0.320138088,0.210193401,0.188596471,0
0.359309946,0.3053849,0.276869024,0.228989577,0.337529783,0.34728957,0
0.189562523,0.293774085,0.371309309,0.261298131,0.284015645,0.503346627,0
0.326561321,0.186120211,0.233066252,0.260384167,0.232728579,0.218091557,0
0.173994194,0.273654409,0.189721925,0.184602003,0.313049418,0.249748811,0
0.275740385,0.360107432,0.255852622,0.229013909,0.252436005,0.182316469,0
0.139707672,0.196654559,0.169171602,0.224954344,0.167914302,0.163107587,0
0.151232383,0.145810576,0.242279945,0.254734065,0.318915476,0.224237587,0
0.130725525,0.1637469,0.263952701,0.221426174,0.446096893,0.324072608,0
0.216403455,0.41440556,0.423993796,0.18402293,0.307774595,0.216236456,0
0.206443002,0.20751746,0.224714186,0.187633791,0.349000039,0.195881648,0
0.223198261,0.310411667,0.172903534,0.301314257,0.18379666,0.256290624,0
0.139176752,0.227649016,0.153223375,0.324541783,0.351989376,0.275826999,0
0.112295013,0.268511021,0.287563569,0.27239005,0.274665131,0.132230142,0
0.194849564,0.199299535,0.161094707,0.226060331,0.240307348,0.24586378,0
0.175735028,0.258559516,0.20414534,0.181812395,0.228566054,0.183310354,0
0.199333353,0.176533852,0.277725858,0.156042166,0.247557224,0.203341932,0
0.229886811,0.282200685,0.190693274,0.250805387,0.251450461,0.171006338,0
0.218240302,0.280800147,0.196304941,0.161365175,0.186000808,0.229753059,0
0.284530533,0.265334924,0.176749112,0.165749384,0.22122218,0.247013065,0
0.272376598,0.281756796,0.267966272,0.247540877,0.24831711,0.248892954,0
0.263034627,0.293165288,0.261655279,0.264875627,0.235301235,0.250928407,0
0.258054993,0.247533811,0.257504836,0.252218246,0.25842569,0.249349604,0
0.309089918,0.312125945,0.281591622,0.274292596,0.273613058,0.284441061,0
0.245568812,0.251407236,0.250157799,0.28434319,0.2963431,0.292461156,0
0.338995057,0.329388974,0.310385547,0.286629248,0.277568209,0.354484887,0
0.353909095,0.355386506,0.329037229,0.295916471,0.299013756,0.310568528,0
0.299730192,0.283148999,0.306878091,0.296721822,0.300678862,0.294424377,0
0.310274109,0.291361974,0.292246314,0.306458918,0.300307999,0.312268748,0
0.306710036,0.311155226,0.308719936,0.323504277,0.312251577,0.314949205,0
0.335598944,0.312541036,0.334629752,0.341303435,0.353690085,0.301804003,0